file_path,emotion,actor_id
..\data\Actor_15\03-01-04-01-01-01-15.wav,sad,15
..\data\Actor_15\03-01-04-01-01-02-15.wav,sad,15
..\data\Actor_15\03-01-04-01-02-01-15.wav,sad,15
..\data\Actor_15\03-01-04-01-02-02-15.wav,sad,15
..\data\Actor_15\03-01-04-02-01-01-15.wav,sad,15
..\data\Actor_15\03-01-04-02-01-02-15.wav,sad,15
..\data\Actor_15\03-01-04-02-02-01-15.wav,sad,15
..\data\Actor_15\03-01-04-02-02-02-15.wav,sad,15
..\data\Actor_15\03-01-05-01-01-01-15.wav,angry,15
..\data\Actor_15\03-01-05-01-01-02-15.wav,angry,15
..\data\Actor_15\03-01-05-01-02-01-15.wav,angry,15
..\data\Actor_15\03-01-05-01-02-02-15.wav,angry,15
..\data\Actor_15\03-01-05-02-01-01-15.wav,angry,15
..\data\Actor_15\03-01-05-02-01-02-15.wav,angry,15
..\data\Actor_15\03-01-05-02-02-01-15.wav,angry,15
..\data\Actor_15\03-01-05-02-02-02-15.wav,angry,15
..\data\Actor_15\03-01-06-01-01-01-15.wav,fearful,15
..\data\Actor_15\03-01-06-01-01-02-15.wav,fearful,15
..\data\Actor_15\03-01-06-01-02-01-15.wav,fearful,15
..\data\Actor_15\03-01-06-01-02-02-15.wav,fearful,15
..\data\Actor_15\03-01-06-02-01-01-15.wav,fearful,15
..\data\Actor_15\03-01-06-02-01-02-15.wav,fearful,15
..\data\Actor_15\03-01-06-02-02-01-15.wav,fearful,15
..\data\Actor_15\03-01-06-02-02-02-15.wav,fearful,15
..\data\Actor_15\03-01-07-01-01-01-15.wav,disgust,15
..\data\Actor_15\03-01-07-01-01-02-15.wav,disgust,15
..\data\Actor_15\03-01-07-01-02-01-15.wav,disgust,15
..\data\Actor_15\03-01-07-01-02-02-15.wav,disgust,15
..\data\Actor_15\03-01-07-02-01-01-15.wav,disgust,15
..\data\Actor_15\03-01-07-02-01-02-15.wav,disgust,15
..\data\Actor_15\03-01-07-02-02-01-15.wav,disgust,15
..\data\Actor_15\03-01-07-02-02-02-15.wav,disgust,15
..\data\Actor_15\03-01-08-01-01-01-15.wav,surprised,15
..\data\Actor_15\03-01-08-01-01-02-15.wav,surprised,15
..\data\Actor_15\03-01-08-01-02-01-15.wav,surprised,15
..\data\Actor_15\03-01-08-01-02-02-15.wav,surprised,15
..\data\Actor_15\03-01-08-02-01-01-15.wav,surprised,15
..\data\Actor_15\03-01-08-02-01-02-15.wav,surprised,15
..\data\Actor_15\03-01-08-02-02-01-15.wav,surprised,15
..\data\Actor_15\03-01-08-02-02-02-15.wav,surprised,15
..\data\Actor_16\03-01-01-01-01-01-16.wav,neutral,16
..\data\Actor_16\03-01-01-01-01-02-16.wav,neutral,16
..\data\Actor_16\03-01-01-01-02-01-16.wav,neutral,16
..\data\Actor_16\03-01-01-01-02-02-16.wav,neutral,16
..\data\Actor_16\03-01-02-01-01-01-16.wav,calm,16
..\data\Actor_16\03-01-02-01-01-02-16.wav,calm,16
..\data\Actor_16\03-01-02-01-02-01-16.wav,calm,16
..\data\Actor_16\03-01-02-01-02-02-16.wav,calm,16
..\data\Actor_16\03-01-02-02-01-01-16.wav,calm,16
..\data\Actor_16\03-01-02-02-01-02-16.wav,calm,16
..\data\Actor_16\03-01-02-02-02-01-16.wav,calm,16
..\data\Actor_16\03-01-02-02-02-02-16.wav,calm,16
..\data\Actor_16\03-01-03-01-01-01-16.wav,happy,16
..\data\Actor_16\03-01-03-01-01-02-16.wav,happy,16
..\data\Actor_16\03-01-03-01-02-01-16.wav,happy,16
..\data\Actor_16\03-01-03-01-02-02-16.wav,happy,16
..\data\Actor_16\03-01-03-02-01-01-16.wav,happy,16
..\data\Actor_16\03-01-03-02-01-02-16.wav,happy,16
..\data\Actor_16\03-01-03-02-02-01-16.wav,happy,16
..\data\Actor_16\03-01-03-02-02-02-16.wav,happy,16
..\data\Actor_16\03-01-04-01-01-01-16.wav,sad,16
..\data\Actor_16\03-01-04-01-01-02-16.wav,sad,16
..\data\Actor_16\03-01-04-01-02-01-16.wav,sad,16
..\data\Actor_16\03-01-04-01-02-02-16.wav,sad,16
..\data\Actor_16\03-01-04-02-01-01-16.wav,sad,16
..\data\Actor_16\03-01-04-02-01-02-16.wav,sad,16
..\data\Actor_16\03-01-04-02-02-01-16.wav,sad,16
..\data\Actor_16\03-01-04-02-02-02-16.wav,sad,16
..\data\Actor_16\03-01-05-01-01-01-16.wav,angry,16
..\data\Actor_16\03-01-05-01-01-02-16.wav,angry,16
..\data\Actor_16\03-01-05-01-02-01-16.wav,angry,16
..\data\Actor_16\03-01-05-01-02-02-16.wav,angry,16
..\data\Actor_16\03-01-05-02-01-01-16.wav,angry,16
..\data\Actor_16\03-01-05-02-01-02-16.wav,angry,16
..\data\Actor_16\03-01-05-02-02-01-16.wav,angry,16
..\data\Actor_16\03-01-05-02-02-02-16.wav,angry,16
..\data\Actor_16\03-01-06-01-01-01-16.wav,fearful,16
..\data\Actor_16\03-01-06-01-01-02-16.wav,fearful,16
..\data\Actor_16\03-01-06-01-02-01-16.wav,fearful,16
..\data\Actor_16\03-01-06-01-02-02-16.wav,fearful,16
..\data\Actor_16\03-01-06-02-01-01-16.wav,fearful,16
..\data\Actor_16\03-01-06-02-01-02-16.wav,fearful,16
..\data\Actor_16\03-01-06-02-02-01-16.wav,fearful,16
..\data\Actor_16\03-01-06-02-02-02-16.wav,fearful,16
..\data\Actor_16\03-01-07-01-01-01-16.wav,disgust,16
..\data\Actor_16\03-01-07-01-01-02-16.wav,disgust,16
..\data\Actor_16\03-01-07-01-02-01-16.wav,disgust,16
..\data\Actor_16\03-01-07-01-02-02-16.wav,disgust,16
..\data\Actor_16\03-01-07-02-01-01-16.wav,disgust,16
..\data\Actor_16\03-01-07-02-01-02-16.wav,disgust,16
..\data\Actor_16\03-01-07-02-02-01-16.wav,disgust,16
..\data\Actor_16\03-01-07-02-02-02-16.wav,disgust,16
..\data\Actor_16\03-01-08-01-01-01-16.wav,surprised,16
..\data\Actor_16\03-01-08-01-01-02-16.wav,surprised,16
..\data\Actor_16\03-01-08-01-02-01-16.wav,surprised,16
..\data\Actor_16\03-01-08-01-02-02-16.wav,surprised,16
..\data\Actor_16\03-01-08-02-01-01-16.wav,surprised,16
..\data\Actor_16\03-01-08-02-01-02-16.wav,surprised,16
..\data\Actor_16\03-01-08-02-02-01-16.wav,surprised,16
..\data\Actor_16\03-01-08-02-02-02-16.wav,surprised,16
..\data\Actor_17\03-01-01-01-01-01-17.wav,neutral,17
..\data\Actor_17\03-01-01-01-01-02-17.wav,neutral,17
..\data\Actor_17\03-01-01-01-02-01-17.wav,neutral,17
..\data\Actor_17\03-01-01-01-02-02-17.wav,neutral,17
..\data\Actor_17\03-01-02-01-01-01-17.wav,calm,17
..\data\Actor_17\03-01-02-01-01-02-17.wav,calm,17
..\data\Actor_17\03-01-02-01-02-01-17.wav,calm,17
..\data\Actor_17\03-01-02-01-02-02-17.wav,calm,17
..\data\Actor_17\03-01-02-02-01-01-17.wav,calm,17
..\data\Actor_17\03-01-02-02-01-02-17.wav,calm,17
..\data\Actor_17\03-01-02-02-02-01-17.wav,calm,17
..\data\Actor_17\03-01-02-02-02-02-17.wav,calm,17
..\data\Actor_17\03-01-03-01-01-01-17.wav,happy,17
..\data\Actor_17\03-01-03-01-01-02-17.wav,happy,17
..\data\Actor_17\03-01-03-01-02-01-17.wav,happy,17
..\data\Actor_17\03-01-03-01-02-02-17.wav,happy,17
..\data\Actor_17\03-01-03-02-01-01-17.wav,happy,17
..\data\Actor_17\03-01-03-02-01-02-17.wav,happy,17
..\data\Actor_17\03-01-03-02-02-01-17.wav,happy,17
..\data\Actor_17\03-01-03-02-02-02-17.wav,happy,17
..\data\Actor_17\03-01-04-01-01-01-17.wav,sad,17
..\data\Actor_17\03-01-04-01-01-02-17.wav,sad,17
..\data\Actor_17\03-01-04-01-02-01-17.wav,sad,17
..\data\Actor_17\03-01-04-01-02-02-17.wav,sad,17
..\data\Actor_17\03-01-04-02-01-01-17.wav,sad,17
..\data\Actor_17\03-01-04-02-01-02-17.wav,sad,17
..\data\Actor_17\03-01-04-02-02-01-17.wav,sad,17
..\data\Actor_17\03-01-04-02-02-02-17.wav,sad,17
..\data\Actor_17\03-01-05-01-01-01-17.wav,angry,17
..\data\Actor_17\03-01-05-01-01-02-17.wav,angry,17
..\data\Actor_17\03-01-05-01-02-01-17.wav,angry,17
..\data\Actor_17\03-01-05-01-02-02-17.wav,angry,17
..\data\Actor_17\03-01-05-02-01-01-17.wav,angry,17
..\data\Actor_17\03-01-05-02-01-02-17.wav,angry,17
..\data\Actor_17\03-01-05-02-02-01-17.wav,angry,17
..\data\Actor_17\03-01-05-02-02-02-17.wav,angry,17
..\data\Actor_17\03-01-06-01-01-01-17.wav,fearful,17
..\data\Actor_17\03-01-06-01-01-02-17.wav,fearful,17
..\data\Actor_17\03-01-06-01-02-01-17.wav,fearful,17
..\data\Actor_17\03-01-06-01-02-02-17.wav,fearful,17
..\data\Actor_17\03-01-06-02-01-01-17.wav,fearful,17
..\data\Actor_17\03-01-06-02-01-02-17.wav,fearful,17
..\data\Actor_17\03-01-06-02-02-01-17.wav,fearful,17
..\data\Actor_17\03-01-06-02-02-02-17.wav,fearful,17
..\data\Actor_17\03-01-07-01-01-01-17.wav,disgust,17
..\data\Actor_17\03-01-07-01-01-02-17.wav,disgust,17
..\data\Actor_17\03-01-07-01-02-01-17.wav,disgust,17
..\data\Actor_17\03-01-07-01-02-02-17.wav,disgust,17
..\data\Actor_17\03-01-07-02-01-01-17.wav,disgust,17
..\data\Actor_17\03-01-07-02-01-02-17.wav,disgust,17
..\data\Actor_17\03-01-07-02-02-01-17.wav,disgust,17
..\data\Actor_17\03-01-07-02-02-02-17.wav,disgust,17
..\data\Actor_17\03-01-08-01-01-01-17.wav,surprised,17
..\data\Actor_17\03-01-08-01-01-02-17.wav,surprised,17
..\data\Actor_17\03-01-08-01-02-01-17.wav,surprised,17
..\data\Actor_17\03-01-08-01-02-02-17.wav,surprised,17
..\data\Actor_17\03-01-08-02-01-01-17.wav,surprised,17
..\data\Actor_17\03-01-08-02-01-02-17.wav,surprised,17
..\data\Actor_17\03-01-08-02-02-01-17.wav,surprised,17
..\data\Actor_17\03-01-08-02-02-02-17.wav,surprised,17
..\data\Actor_18\03-01-01-01-01-01-18.wav,neutral,18
..\data\Actor_18\03-01-01-01-01-02-18.wav,neutral,18
..\data\Actor_18\03-01-01-01-02-01-18.wav,neutral,18
..\data\Actor_18\03-01-01-01-02-02-18.wav,neutral,18
..\data\Actor_18\03-01-02-01-01-01-18.wav,calm,18
..\data\Actor_18\03-01-02-01-01-02-18.wav,calm,18
..\data\Actor_18\03-01-02-01-02-01-18.wav,calm,18
..\data\Actor_18\03-01-02-01-02-02-18.wav,calm,18
..\data\Actor_18\03-01-02-02-01-01-18.wav,calm,18
..\data\Actor_18\03-01-02-02-01-02-18.wav,calm,18
..\data\Actor_18\03-01-02-02-02-01-18.wav,calm,18
..\data\Actor_18\03-01-02-02-02-02-18.wav,calm,18
..\data\Actor_18\03-01-03-01-01-01-18.wav,happy,18
..\data\Actor_18\03-01-03-01-01-02-18.wav,happy,18
..\data\Actor_18\03-01-03-01-02-01-18.wav,happy,18
..\data\Actor_18\03-01-03-01-02-02-18.wav,happy,18
..\data\Actor_18\03-01-03-02-01-01-18.wav,happy,18
..\data\Actor_18\03-01-03-02-01-02-18.wav,happy,18
..\data\Actor_18\03-01-03-02-02-01-18.wav,happy,18
..\data\Actor_18\03-01-03-02-02-02-18.wav,happy,18
..\data\Actor_18\03-01-04-01-01-01-18.wav,sad,18
..\data\Actor_18\03-01-04-01-01-02-18.wav,sad,18
..\data\Actor_18\03-01-04-01-02-01-18.wav,sad,18
..\data\Actor_18\03-01-04-01-02-02-18.wav,sad,18
..\data\Actor_18\03-01-04-02-01-01-18.wav,sad,18
..\data\Actor_18\03-01-04-02-01-02-18.wav,sad,18
..\data\Actor_18\03-01-04-02-02-01-18.wav,sad,18
..\data\Actor_18\03-01-04-02-02-02-18.wav,sad,18
..\data\Actor_18\03-01-05-01-01-01-18.wav,angry,18
..\data\Actor_18\03-01-05-01-01-02-18.wav,angry,18
..\data\Actor_18\03-01-05-01-02-01-18.wav,angry,18
..\data\Actor_18\03-01-05-01-02-02-18.wav,angry,18
..\data\Actor_18\03-01-05-02-01-01-18.wav,angry,18
..\data\Actor_18\03-01-05-02-01-02-18.wav,angry,18
..\data\Actor_18\03-01-05-02-02-01-18.wav,angry,18
..\data\Actor_18\03-01-05-02-02-02-18.wav,angry,18
..\data\Actor_18\03-01-06-01-01-01-18.wav,fearful,18
..\data\Actor_18\03-01-06-01-01-02-18.wav,fearful,18
..\data\Actor_18\03-01-06-01-02-01-18.wav,fearful,18
..\data\Actor_18\03-01-06-01-02-02-18.wav,fearful,18
..\data\Actor_18\03-01-06-02-01-01-18.wav,fearful,18
..\data\Actor_18\03-01-06-02-01-02-18.wav,fearful,18
..\data\Actor_18\03-01-06-02-02-01-18.wav,fearful,18
..\data\Actor_18\03-01-06-02-02-02-18.wav,fearful,18
..\data\Actor_18\03-01-07-01-01-01-18.wav,disgust,18
..\data\Actor_18\03-01-07-01-01-02-18.wav,disgust,18
..\data\Actor_18\03-01-07-01-02-01-18.wav,disgust,18
..\data\Actor_18\03-01-07-01-02-02-18.wav,disgust,18
..\data\Actor_18\03-01-07-02-01-01-18.wav,disgust,18
..\data\Actor_18\03-01-07-02-01-02-18.wav,disgust,18
..\data\Actor_18\03-01-07-02-02-01-18.wav,disgust,18
..\data\Actor_18\03-01-07-02-02-02-18.wav,disgust,18
..\data\Actor_18\03-01-08-01-01-01-18.wav,surprised,18
..\data\Actor_18\03-01-08-01-01-02-18.wav,surprised,18
..\data\Actor_18\03-01-08-01-02-01-18.wav,surprised,18
..\data\Actor_18\03-01-08-01-02-02-18.wav,surprised,18
..\data\Actor_18\03-01-08-02-01-01-18.wav,surprised,18
..\data\Actor_18\03-01-08-02-01-02-18.wav,surprised,18
..\data\Actor_18\03-01-08-02-02-01-18.wav,surprised,18
..\data\Actor_18\03-01-08-02-02-02-18.wav,surprised,18
..\data\Actor_19\03-01-01-01-01-01-19.wav,neutral,19
..\data\Actor_19\03-01-01-01-01-02-19.wav,neutral,19
..\data\Actor_19\03-01-01-01-02-01-19.wav,neutral,19
..\data\Actor_19\03-01-01-01-02-02-19.wav,neutral,19
..\data\Actor_19\03-01-02-01-01-01-19.wav,calm,19
..\data\Actor_19\03-01-02-01-01-02-19.wav,calm,19
..\data\Actor_19\03-01-02-01-02-01-19.wav,calm,19
..\data\Actor_19\03-01-02-01-02-02-19.wav,calm,19
..\data\Actor_19\03-01-02-02-01-01-19.wav,calm,19
..\data\Actor_19\03-01-02-02-01-02-19.wav,calm,19
..\data\Actor_19\03-01-02-02-02-01-19.wav,calm,19
..\data\Actor_19\03-01-02-02-02-02-19.wav,calm,19
..\data\Actor_19\03-01-03-01-01-01-19.wav,happy,19
..\data\Actor_19\03-01-03-01-01-02-19.wav,happy,19
..\data\Actor_19\03-01-03-01-02-01-19.wav,happy,19
..\data\Actor_19\03-01-03-01-02-02-19.wav,happy,19
..\data\Actor_19\03-01-03-02-01-01-19.wav,happy,19
..\data\Actor_19\03-01-03-02-01-02-19.wav,happy,19
..\data\Actor_19\03-01-03-02-02-01-19.wav,happy,19
..\data\Actor_19\03-01-03-02-02-02-19.wav,happy,19
..\data\Actor_19\03-01-04-01-01-01-19.wav,sad,19
..\data\Actor_19\03-01-04-01-01-02-19.wav,sad,19
..\data\Actor_19\03-01-04-01-02-01-19.wav,sad,19
..\data\Actor_19\03-01-04-01-02-02-19.wav,sad,19
..\data\Actor_19\03-01-04-02-01-01-19.wav,sad,19
..\data\Actor_19\03-01-04-02-01-02-19.wav,sad,19
..\data\Actor_19\03-01-04-02-02-01-19.wav,sad,19
..\data\Actor_19\03-01-04-02-02-02-19.wav,sad,19
..\data\Actor_19\03-01-05-01-01-01-19.wav,angry,19
..\data\Actor_19\03-01-05-01-01-02-19.wav,angry,19
..\data\Actor_19\03-01-05-01-02-01-19.wav,angry,19
..\data\Actor_19\03-01-05-01-02-02-19.wav,angry,19
..\data\Actor_19\03-01-05-02-01-01-19.wav,angry,19
..\data\Actor_19\03-01-05-02-01-02-19.wav,angry,19
..\data\Actor_19\03-01-05-02-02-01-19.wav,angry,19
..\data\Actor_19\03-01-05-02-02-02-19.wav,angry,19
..\data\Actor_19\03-01-06-01-01-01-19.wav,fearful,19
..\data\Actor_19\03-01-06-01-01-02-19.wav,fearful,19
..\data\Actor_19\03-01-06-01-02-01-19.wav,fearful,19
..\data\Actor_19\03-01-06-01-02-02-19.wav,fearful,19
..\data\Actor_19\03-01-06-02-01-01-19.wav,fearful,19
..\data\Actor_19\03-01-06-02-01-02-19.wav,fearful,19
..\data\Actor_19\03-01-06-02-02-01-19.wav,fearful,19
..\data\Actor_19\03-01-06-02-02-02-19.wav,fearful,19
..\data\Actor_19\03-01-07-01-01-01-19.wav,disgust,19
..\data\Actor_19\03-01-07-01-01-02-19.wav,disgust,19
..\data\Actor_19\03-01-07-01-02-01-19.wav,disgust,19
..\data\Actor_19\03-01-07-01-02-02-19.wav,disgust,19
..\data\Actor_19\03-01-07-02-01-01-19.wav,disgust,19
..\data\Actor_19\03-01-07-02-01-02-19.wav,disgust,19
..\data\Actor_19\03-01-07-02-02-01-19.wav,disgust,19
..\data\Actor_19\03-01-07-02-02-02-19.wav,disgust,19
..\data\Actor_19\03-01-08-01-01-01-19.wav,surprised,19
..\data\Actor_19\03-01-08-01-01-02-19.wav,surprised,19
..\data\Actor_19\03-01-08-01-02-01-19.wav,surprised,19
..\data\Actor_19\03-01-08-01-02-02-19.wav,surprised,19
..\data\Actor_19\03-01-08-02-01-01-19.wav,surprised,19
..\data\Actor_19\03-01-08-02-01-02-19.wav,surprised,19
..\data\Actor_19\03-01-08-02-02-01-19.wav,surprised,19
..\data\Actor_19\03-01-08-02-02-02-19.wav,surprised,19
..\data\Actor_20\03-01-01-01-01-01-20.wav,neutral,20
..\data\Actor_20\03-01-01-01-01-02-20.wav,neutral,20
..\data\Actor_20\03-01-01-01-02-01-20.wav,neutral,20
..\data\Actor_20\03-01-01-01-02-02-20.wav,neutral,20
..\data\Actor_20\03-01-02-01-01-01-20.wav,calm,20
..\data\Actor_20\03-01-02-01-01-02-20.wav,calm,20
..\data\Actor_20\03-01-02-01-02-01-20.wav,calm,20
..\data\Actor_20\03-01-02-01-02-02-20.wav,calm,20
..\data\Actor_20\03-01-02-02-01-01-20.wav,calm,20
..\data\Actor_20\03-01-02-02-01-02-20.wav,calm,20
..\data\Actor_20\03-01-02-02-02-01-20.wav,calm,20
..\data\Actor_20\03-01-02-02-02-02-20.wav,calm,20
..\data\Actor_20\03-01-03-01-01-01-20.wav,happy,20
..\data\Actor_20\03-01-03-01-01-02-20.wav,happy,20
..\data\Actor_20\03-01-03-01-02-01-20.wav,happy,20
..\data\Actor_20\03-01-03-01-02-02-20.wav,happy,20
..\data\Actor_20\03-01-03-02-01-01-20.wav,happy,20
..\data\Actor_20\03-01-03-02-01-02-20.wav,happy,20
..\data\Actor_20\03-01-03-02-02-01-20.wav,happy,20
..\data\Actor_20\03-01-03-02-02-02-20.wav,happy,20
..\data\Actor_20\03-01-04-01-01-01-20.wav,sad,20
..\data\Actor_20\03-01-04-01-01-02-20.wav,sad,20
..\data\Actor_20\03-01-04-01-02-01-20.wav,sad,20
..\data\Actor_20\03-01-04-01-02-02-20.wav,sad,20
..\data\Actor_20\03-01-04-02-01-01-20.wav,sad,20
..\data\Actor_20\03-01-04-02-01-02-20.wav,sad,20
..\data\Actor_20\03-01-04-02-02-01-20.wav,sad,20
..\data\Actor_20\03-01-04-02-02-02-20.wav,sad,20
..\data\Actor_20\03-01-05-01-01-01-20.wav,angry,20
..\data\Actor_20\03-01-05-01-01-02-20.wav,angry,20
..\data\Actor_20\03-01-05-01-02-01-20.wav,angry,20
..\data\Actor_20\03-01-05-01-02-02-20.wav,angry,20
..\data\Actor_20\03-01-05-02-01-01-20.wav,angry,20
..\data\Actor_20\03-01-05-02-01-02-20.wav,angry,20
..\data\Actor_20\03-01-05-02-02-01-20.wav,angry,20
..\data\Actor_20\03-01-05-02-02-02-20.wav,angry,20
..\data\Actor_20\03-01-06-01-01-01-20.wav,fearful,20
..\data\Actor_20\03-01-06-01-01-02-20.wav,fearful,20
..\data\Actor_20\03-01-06-01-02-01-20.wav,fearful,20
..\data\Actor_20\03-01-06-01-02-02-20.wav,fearful,20
..\data\Actor_20\03-01-06-02-01-01-20.wav,fearful,20
..\data\Actor_20\03-01-06-02-01-02-20.wav,fearful,20
..\data\Actor_20\03-01-06-02-02-01-20.wav,fearful,20
..\data\Actor_20\03-01-06-02-02-02-20.wav,fearful,20
..\data\Actor_20\03-01-07-01-01-01-20.wav,disgust,20
..\data\Actor_20\03-01-07-01-01-02-20.wav,disgust,20
..\data\Actor_20\03-01-07-01-02-01-20.wav,disgust,20
..\data\Actor_20\03-01-07-01-02-02-20.wav,disgust,20
..\data\Actor_20\03-01-07-02-01-01-20.wav,disgust,20
..\data\Actor_20\03-01-07-02-01-02-20.wav,disgust,20
..\data\Actor_20\03-01-07-02-02-01-20.wav,disgust,20
..\data\Actor_20\03-01-07-02-02-02-20.wav,disgust,20
..\data\Actor_20\03-01-08-01-01-01-20.wav,surprised,20
..\data\Actor_20\03-01-08-01-01-02-20.wav,surprised,20
..\data\Actor_20\03-01-08-01-02-01-20.wav,surprised,20
..\data\Actor_20\03-01-08-01-02-02-20.wav,surprised,20
..\data\Actor_20\03-01-08-02-01-01-20.wav,surprised,20
..\data\Actor_20\03-01-08-02-01-02-20.wav,surprised,20
..\data\Actor_20\03-01-08-02-02-01-20.wav,surprised,20
..\data\Actor_20\03-01-08-02-02-02-20.wav,surprised,20
..\data\Actor_21\03-01-01-01-01-01-21.wav,neutral,21
..\data\Actor_21\03-01-01-01-01-02-21.wav,neutral,21
..\data\Actor_21\03-01-01-01-02-01-21.wav,neutral,21
..\data\Actor_21\03-01-01-01-02-02-21.wav,neutral,21
..\data\Actor_21\03-01-02-01-01-01-21.wav,calm,21
..\data\Actor_21\03-01-02-01-01-02-21.wav,calm,21
..\data\Actor_21\03-01-02-01-02-01-21.wav,calm,21
..\data\Actor_21\03-01-02-01-02-02-21.wav,calm,21
..\data\Actor_21\03-01-02-02-01-01-21.wav,calm,21
..\data\Actor_21\03-01-02-02-01-02-21.wav,calm,21
..\data\Actor_21\03-01-02-02-02-01-21.wav,calm,21
..\data\Actor_21\03-01-02-02-02-02-21.wav,calm,21
..\data\Actor_21\03-01-03-01-01-01-21.wav,happy,21
..\data\Actor_21\03-01-03-01-01-02-21.wav,happy,21
..\data\Actor_21\03-01-03-01-02-01-21.wav,happy,21
..\data\Actor_21\03-01-03-01-02-02-21.wav,happy,21
..\data\Actor_21\03-01-03-02-01-01-21.wav,happy,21
..\data\Actor_21\03-01-03-02-01-02-21.wav,happy,21
..\data\Actor_21\03-01-03-02-02-01-21.wav,happy,21
..\data\Actor_21\03-01-03-02-02-02-21.wav,happy,21
..\data\Actor_21\03-01-04-01-01-01-21.wav,sad,21
..\data\Actor_21\03-01-04-01-01-02-21.wav,sad,21
..\data\Actor_21\03-01-04-01-02-01-21.wav,sad,21
..\data\Actor_21\03-01-04-01-02-02-21.wav,sad,21
..\data\Actor_21\03-01-04-02-01-01-21.wav,sad,21
..\data\Actor_21\03-01-04-02-01-02-21.wav,sad,21
..\data\Actor_21\03-01-04-02-02-01-21.wav,sad,21
..\data\Actor_21\03-01-04-02-02-02-21.wav,sad,21
..\data\Actor_21\03-01-05-01-01-01-21.wav,angry,21
..\data\Actor_21\03-01-05-01-01-02-21.wav,angry,21
..\data\Actor_21\03-01-05-01-02-01-21.wav,angry,21
..\data\Actor_21\03-01-05-01-02-02-21.wav,angry,21
..\data\Actor_21\03-01-05-02-01-01-21.wav,angry,21
..\data\Actor_21\03-01-05-02-01-02-21.wav,angry,21
..\data\Actor_21\03-01-05-02-02-01-21.wav,angry,21
..\data\Actor_21\03-01-05-02-02-02-21.wav,angry,21
..\data\Actor_21\03-01-06-01-01-01-21.wav,fearful,21
..\data\Actor_21\03-01-06-01-01-02-21.wav,fearful,21
..\data\Actor_21\03-01-06-01-02-01-21.wav,fearful,21
..\data\Actor_21\03-01-06-01-02-02-21.wav,fearful,21
..\data\Actor_21\03-01-06-02-01-01-21.wav,fearful,21
..\data\Actor_21\03-01-06-02-01-02-21.wav,fearful,21
..\data\Actor_21\03-01-06-02-02-01-21.wav,fearful,21
..\data\Actor_21\03-01-06-02-02-02-21.wav,fearful,21
..\data\Actor_21\03-01-07-01-01-01-21.wav,disgust,21
..\data\Actor_21\03-01-07-01-01-02-21.wav,disgust,21
..\data\Actor_21\03-01-07-01-02-01-21.wav,disgust,21
..\data\Actor_21\03-01-07-01-02-02-21.wav,disgust,21
..\data\Actor_21\03-01-07-02-01-01-21.wav,disgust,21
..\data\Actor_21\03-01-07-02-01-02-21.wav,disgust,21
..\data\Actor_21\03-01-07-02-02-01-21.wav,disgust,21
..\data\Actor_21\03-01-07-02-02-02-21.wav,disgust,21
..\data\Actor_21\03-01-08-01-01-01-21.wav,surprised,21
..\data\Actor_21\03-01-08-01-01-02-21.wav,surprised,21
..\data\Actor_21\03-01-08-01-02-01-21.wav,surprised,21
..\data\Actor_21\03-01-08-01-02-02-21.wav,surprised,21
..\data\Actor_21\03-01-08-02-01-01-21.wav,surprised,21
..\data\Actor_21\03-01-08-02-01-02-21.wav,surprised,21
..\data\Actor_21\03-01-08-02-02-01-21.wav,surprised,21
..\data\Actor_21\03-01-08-02-02-02-21.wav,surprised,21
..\data\Actor_22\03-01-01-01-01-01-22.wav,neutral,22
..\data\Actor_22\03-01-01-01-01-02-22.wav,neutral,22
..\data\Actor_22\03-01-01-01-02-01-22.wav,neutral,22
..\data\Actor_22\03-01-01-01-02-02-22.wav,neutral,22
..\data\Actor_22\03-01-02-01-01-01-22.wav,calm,22
..\data\Actor_22\03-01-02-01-01-02-22.wav,calm,22
..\data\Actor_22\03-01-02-01-02-01-22.wav,calm,22
..\data\Actor_22\03-01-02-01-02-02-22.wav,calm,22
..\data\Actor_22\03-01-02-02-01-01-22.wav,calm,22
..\data\Actor_22\03-01-02-02-01-02-22.wav,calm,22
..\data\Actor_22\03-01-02-02-02-01-22.wav,calm,22
..\data\Actor_22\03-01-02-02-02-02-22.wav,calm,22
..\data\Actor_22\03-01-03-01-01-01-22.wav,happy,22
..\data\Actor_22\03-01-03-01-01-02-22.wav,happy,22
..\data\Actor_22\03-01-03-01-02-01-22.wav,happy,22
..\data\Actor_22\03-01-03-01-02-02-22.wav,happy,22
..\data\Actor_22\03-01-03-02-01-01-22.wav,happy,22
..\data\Actor_22\03-01-03-02-01-02-22.wav,happy,22
..\data\Actor_22\03-01-03-02-02-01-22.wav,happy,22
..\data\Actor_22\03-01-03-02-02-02-22.wav,happy,22
..\data\Actor_22\03-01-04-01-01-01-22.wav,sad,22
..\data\Actor_22\03-01-04-01-01-02-22.wav,sad,22
..\data\Actor_22\03-01-04-01-02-01-22.wav,sad,22
..\data\Actor_22\03-01-04-01-02-02-22.wav,sad,22
..\data\Actor_22\03-01-04-02-01-01-22.wav,sad,22
..\data\Actor_22\03-01-04-02-01-02-22.wav,sad,22
..\data\Actor_22\03-01-04-02-02-01-22.wav,sad,22
..\data\Actor_22\03-01-04-02-02-02-22.wav,sad,22
..\data\Actor_22\03-01-05-01-01-01-22.wav,angry,22
..\data\Actor_22\03-01-05-01-01-02-22.wav,angry,22
